7.499,0.572214,-0.198719,9.04769,False
7.675,0.610522,-0.268151,9.05727,False
7.854,0.656011,-0.215478,9.10036,False
7.97,0.634464,-0.234632,9.03572,False
8.086,0.624887,-0.158017,9.06205,False
8.202,0.598551,-0.186748,9.06445,False
8.319,0.603339,-0.225055,9.09079,False
8.435,0.636858,-0.213084,9.07402,False
8.551,0.560243,-0.23942,9.00938,False
8.666,0.639252,-0.201113,9.00938,False
8.781,0.497994,-0.25618,9.21289,False
8.938,0.667982,-0.23942,9.11712,False
9.051,0.593762,-0.198719,9.07881,False
9.166,0.622493,-0.191536,9.13867,False
9.327,0.622493,-0.253785,9.08121,False
9.444,0.64404,-0.208296,9.15303,False
9.559,0.577003,-0.181959,9.13148,False
9.674,0.577003,-0.153229,9.03572,False
9.79,0.632069,-0.246603,9.08121,False
9.905,0.593762,-0.167594,9.10515,False
10.02,0.612916,-0.217872,9.05487,False
10.135,0.617704,-0.1652,9.00699,False
10.251,0.622493,-0.227449,9.06445,False
10.371,0.555455,-0.237026,9.06924,False
10.485,0.596156,-0.189142,9.09797,False
10.598,0.572214,-0.129287,9.05008,False
10.712,0.610522,-0.189142,9.0429,False
10.878,0.670377,-0.1652,9.15782,False
10.995,0.56982,-0.184354,9.13867,False
11.112,0.61531,-0.181959,9.05487,False
11.227,0.600945,-0.217872,9.0405,False
11.342,0.624887,-0.160412,9.13148,False
11.458,0.553061,-0.138864,9.07881,False
11.574,0.627281,-0.186748,9.12191,False
11.689,0.605733,-0.189142,9.0453,False
11.804,0.577003,-0.213084,9.09797,False
11.922,0.577003,-0.246603,9.0453,False
12.037,0.603339,-0.203507,9.08121,False
12.151,0.543484,-0.203507,9.13388,False
12.263,0.61531,-0.150835,8.99981,False
12.433,0.605733,-0.205901,9.08839,False
12.548,0.584185,-0.205901,9.10515,False
12.665,0.624887,-0.158017,9.00459,False
12.781,0.579397,-0.215478,9.01178,False
12.897,0.565032,-0.181959,9.10515,False
13.013,0.572214,-0.201113,9.13388,False
13.129,0.622493,-0.177171,9.09318,False
13.245,0.624887,-0.191536,8.98065,False
13.36,0.600945,-0.167594,9.5792,False
13.48,0.632069,-0.196325,9.14585,False
13.594,0.586579,-0.19393,9.09318,False
13.708,0.598551,-0.158017,9.08599,False
13.823,0.579397,-0.203507,9.03572,False
13.989,0.572214,-0.203507,9.07163,False
14.108,0.651223,-0.227449,9.05008,False
14.223,0.572214,-0.191536,9.18176,False
14.339,0.620098,-0.174777,9.10276,False
14.456,0.593762,-0.201113,9.06205,False
14.571,0.598551,-0.213084,9.09079,False
14.686,0.545878,-0.167594,9.01656,False
14.801,0.545878,-0.177171,9.11951,False
14.916,0.557849,-0.229843,9.01656,False
15.033,0.598551,-0.208296,9.06445,False
15.148,0.603339,-0.253785,9.15782,False
15.26,0.617704,-0.220267,9.10754,False
15.374,0.598551,-0.196325,9.09079,False
15.542,0.610522,-0.258574,9.02375,False
15.658,0.603339,-0.158017,9.11473,False
15.774,0.591368,-0.201113,9.14825,False
15.89,0.560243,-0.229843,9.07881,False
16.006,0.636858,-0.177171,9.0429,False
16.122,0.588974,-0.198719,8.99502,False
16.238,0.620098,-0.258574,9.05966,False
16.353,0.646435,-0.191536,9.0836,False
16.469,0.610522,-0.21069,9.17937,False
16.586,0.591368,-0.189142,9.09557,False
16.7,0.677559,-0.191536,9.15064,False
16.814,0.586579,-0.205901,9.10515,False
16.928,0.572214,-0.19393,9.07881,False
17.095,0.620098,-0.217872,9.10276,False
17.212,0.677559,-0.232238,9.14346,False
17.329,0.636858,-0.205901,9.11233,False
17.444,0.581791,-0.227449,9.15782,False
17.559,0.622493,-0.241814,9.13867,False
17.674,0.653617,-0.172383,9.09079,False
17.79,0.572214,-0.191536,9.0429,False
17.907,1.07021,-0.366313,9.20092,False
18.021,0.605733,-0.205901,9.0836,False
18.139,0.622493,-0.198719,9.09557,False
18.252,0.423774,-0.215478,9.02853,False
18.367,0.220267,-0.229843,9.02853,False
18.536,0.581791,-0.201113,9.06445,False
18.651,2.01831,-0.110133,9.58399,False
18.767,0.526724,-0.143652,9.21289,False
18.883,0.536301,-0.0694318,9.0429,False
19.0,-1.96325,-0.459687,9.95509,False
19.117,-4.09169,-0.603339,8.57603,False
19.233,-6.64152,0.840365,7.34541,False
19.348,-7.01022,-0.0526724,4.23534,False
19.463,-7.71891,0.486023,2.67911,False
19.58,-8.88728,-0.105345,1.403,False
19.693,-9.31105,-0.373495,-0.071826,True
19.807,-9.3302,-0.416591,-1.06542,True
19.921,-9.56723,-0.138864,-1.92254,True
20.09,-9.20571,-0.23942,-1.4054,True
20.208,-9.39964,-0.205901,-1.95367,True
20.324,-9.27993,-0.37589,-1.21625,True
20.439,-8.53054,-0.112527,1.82917,False
20.554,-7.71651,-0.272939,4.66151,False
